hex_id,dominant_code,from_id,to_id,from_class,to_class,dominant_area,total_offdiag_area,dominant_share_offdiag,dominant_tie_count,pathway_type,beta_obs,beta_nat_clim,beta_res_clim,share_nat_clim,dominance_clim,beta_nat_co2,beta_res_co2,share_nat_co2,dominance_co2,veg_2000,veg_2022,endpoint_change,slope_P90,slope_VPD90,slope_SM90,slope_ET90,slope_SWnet90
185,203,2,3,forest,shrubland,540000,720000,0.75,1,Other,0.004156509545454544,0.004711184469623327,-0.0005546749241687826,0.8946658308380422,NATURAL,0.024577399504852,-0.02042088995939745,0.5461851949812098,NATURAL,0.75921375,0.9017199,0.14250615,0.631847895408157,0.004510832400549024,0.0003867376418340562,2.459038434709827,2.525247434585813
189,203,2,3,forest,shrubland,1530000,5040000,0.3035714285714285,1,Other,0.004083672816205534,0.003604302560307421,0.0004793702558981118,0.8826129620385373,NATURAL,0.01876491334793513,-0.01468124053172959,0.5610484666024397,NATURAL,0.8574939,0.94348896,0.08599506000000001,1.335237873134315,0.004860395053302299,0.0004343858405725376,3.657926290584836,2.652715426772389
192,203,2,3,forest,shrubland,2970000,5580000,0.532258064516129,1,Other,0.002866225296442689,0.0006693601227354768,0.002196865173707211,0.2335336735623082,RESIDUAL,0.005605946532325008,-0.002739721235882319,0.6717193504491948,NATURAL,0.88819873,0.9875776,0.09937887000000001,-0.7852897369604364,0.003119668637125729,0.001062412399182222,3.275290819733919,2.089034631669665
228,102,1,2,cropland,forest,0,0,,65,No_transition,0.007211336482213437,1.345327560751486e-05,0.007197883206605923,0.001865573134840815,RESIDUAL,0.0001148234977044104,0.007096512984509028,0.01592263763972453,RESIDUAL,0.80851066,1.0,0.19148933999999995,2.291103265224355,0.00437988111606011,0.0008088300278136759,3.509805591289814,1.638241596710987
284,102,1,2,cropland,forest,0,0,,65,No_transition,0.01158485280632412,0.003116724921828374,0.008468127884495738,0.2690344861461658,RESIDUAL,0.03930315605772873,-0.02771830325140462,0.5864264440504758,NATURAL,0.53846157,0.6969697,0.15850813000000008,0.01355124930658309,0.0009832952776525766,0.0001159977709126266,-0.03455466245993932,-0.2991536458333333
353,302,3,2,shrubland,forest,1350000,1620000,0.8333333333333334,1,Other,0.002173912707509882,-7.80171865400111e-05,0.002251929894049893,0.03348453155436407,RESIDUAL,0.0006769548618850978,0.001496957845624783,0.3113992845924889,RESIDUAL,0.94545454,0.94545454,0.0,-6.400811688311687,0.003458369861949584,-0.002489107305353351,-1.256711647727244,-0.7008345170453936
458,308,3,8,shrubland,urban,1260000,2430000,0.5185185185185185,1,Urban_expansion,0.002041249308300395,-0.001833281843552759,0.003874531151853154,0.3211881407166501,RESIDUAL,0.02380246475766718,-0.02176121544936678,0.5223999608792056,NATURAL,0.83391005,0.8858132,0.05190315000000001,-0.4826003864247355,0.001249422646540339,-0.001291188886088701,-0.9327891360046981,-0.6908063991095416
487,302,3,2,shrubland,forest,1620000,4140000,0.391304347826087,1,Other,0.0001860615711462442,-5.715497594494276e-06,0.0001917770687407385,0.02894031760563855,RESIDUAL,7.126196187708446e-05,0.0001147996092691597,0.3830020430230198,RESIDUAL,0.99236643,1.0,0.007633569999999978,-3.715304129464283,0.002050890241350448,-0.001683607555571054,-1.687193080357105,-0.6811636788504494
507,708,7,8,wetland,urban,90000,90000,1.0,1,Urban_expansion,0.008124725098814229,-0.003159629660541445,0.01128435475935568,0.2187505586193335,RESIDUAL,0.03454716479733325,-0.02642243969851903,0.5666293078821509,NATURAL,0.6666667,0.8,0.1333333000000001,-1.184908353365381,0.0009399083944467423,-0.001468177942129284,-1.568647335737182,-1.180449265700126
509,1008,10,8,water and ice,urban,810000,2340000,0.3461538461538461,1,Urban_expansion,0.00698198672924901,-0.003665992198161716,0.01064797892741073,0.2561128680504521,RESIDUAL,0.03608251335610123,-0.02910052662685221,0.5535567743624333,NATURAL,0.54022986,0.7111111,0.17088124000000005,-0.7907178534836059,0.0008687191322201526,-0.001629532360639745,-1.192190701844262,-0.8232993632903952
560,408,4,8,grassland,urban,2340000,6210000,0.3768115942028985,1,Urban_expansion,0.004176362915019763,-0.004060811222734315,0.008237174137754079,0.3302013381623547,RESIDUAL,0.03372987101160124,-0.02955350809658149,0.5329973128321757,NATURAL,0.6910569,0.7013889,0.010332000000000008,-1.004239241803282,0.002063983497351627,-0.001937954497084436,-1.929256140425764,-1.683453097555622
563,308,3,8,shrubland,urban,2880000,5220000,0.5517241379310345,1,Urban_expansion,0.000753003083003954,-0.0003336656109714534,0.001086668693975407,0.2349204759818407,RESIDUAL,0.003632679628131806,-0.002879676545127853,0.557813413683964,NATURAL,0.9660057,0.9943343,0.028328600000000037,-0.900590178001279,0.001228268575851034,-0.002064101997463177,-1.780639848881361,-1.152855282738098
564,308,3,8,shrubland,urban,1710000,4500000,0.38,1,Urban_expansion,0.0008963634189723333,-7.528034659336724e-06,0.0009038914536316701,0.008259681470551462,RESIDUAL,7.770484429248707e-05,0.0008186585746798463,0.08668899538713265,RESIDUAL,0.9752322,0.996904,0.02167180000000002,-0.7306972287735789,0.0004212577387971594,-0.002129412797012182,-1.728016156713275,-1.13834481869101
675,708,7,8,wetland,urban,1440000,4230000,0.3404255319148936,1,Urban_expansion,0.001578727885375495,-0.002047960329992512,0.003626688215368008,0.3608964173943219,RESIDUAL,0.01843332919420931,-0.01685460130883382,0.5223692330900411,NATURAL,0.8803192,0.93333334,0.05301414000000004,-1.155506480823864,0.0005835853517055511,-0.001733722055659568,-1.469815767728361,-1.105442047119144
676,408,4,8,grassland,urban,3600000,7470000,0.4819277108433735,1,Urban_expansion,0.003820227648221343,-0.0005132884321822485,0.004333516080403592,0.1059024416704609,RESIDUAL,0.006727118315300604,-0.00290689066707926,0.6982678060197138,NATURAL,0.9047619,0.9910714,0.08630950000000004,-1.605708940129451,0.0003698034193909266,-0.001198662137522281,-1.45352029266243,-0.9538503109830117
677,408,4,8,grassland,urban,1800000,5130000,0.3508771929824561,1,Urban_expansion,0.0006404163438735188,-3.776249242652131e-05,0.00067817883630004,0.05274523331917314,RESIDUAL,0.0006887792855095991,-4.836294163608026e-05,0.9343913021733289,NATURAL,0.9772152,0.99746835,0.020253150000000053,-2.171750066631124,-2.679144762836779e-06,-0.0003484185062237651,-0.5829291044776156,-0.2244296097636843
685,108,1,8,cropland,urban,540000,2070000,0.2608695652173913,1,Urban_expansion,0.000866748932806322,-0.0001842223520673402,0.001050971284873662,0.1491445118868754,RESIDUAL,0.002454456006232537,-0.001587707073426215,0.6072135037262641,NATURAL,0.96314496,0.98280096,0.019655999999999896,-8.225873988309345,0.0001926605078242105,0.0002510944782335156,0.2285331890737368,0.297560500706585
738,203,2,3,forest,shrubland,2700000,4230000,0.6382978723404256,1,Other,0.00109036421936759,-1.224082294925298e-05,0.001102605042316843,0.01097983437049506,RESIDUAL,0.0001711017570591758,0.0009192624623084142,0.156921654269263,RESIDUAL,0.9729064,1.0,0.02709360000000005,-6.944420245053976,-0.0005639129315123115,0.0002958764275200892,0.4111908663858387,0.3470014613309331
791,203,2,3,forest,shrubland,990000,1980000,0.5,1,Other,0.002108037015810276,-3.59883383470685e-05,0.002144025354157346,0.01650830839769857,RESIDUAL,0.000534075535213618,0.001573961480596659,0.253352066974181,RESIDUAL,0.95308644,1.0,0.04691356000000002,-6.248660714285716,-0.0008477095719222103,0.0004596647325452858,0.5304767219387786,0.3318366350446439
841,408,4,8,grassland,urban,2520000,6750000,0.3733333333333333,1,Urban_expansion,0.0005932338735177867,-9.402733942537497e-05,0.0006872612129431617,0.1203490555958152,RESIDUAL,0.001365652304422949,-0.0007724184309051625,0.6387311148587299,NATURAL,0.9628713,0.99506176,0.03219046000000003,-0.2357595998925847,0.001034620881208672,-0.00186616137511747,-1.605512805451137,-1.019549606437977
901,108,1,8,cropland,urban,1260000,4590000,0.2745098039215686,1,Urban_expansion,0.002243477282608694,-0.001194803985024247,0.003438281267632941,0.2578851715148125,RESIDUAL,0.014036616600728,-0.01179313931811931,0.5434281549089608,NATURAL,0.9038961,0.9528536,0.04895749999999999,0.3231320488722076,0.001303486357954214,-0.001252560559200029,-1.629058284498011,-1.05476386278196
960,108,1,8,cropland,urban,180000,180000,1.0,1,Urban_expansion,0.0005147421146245063,-3.539504144641908e-05,0.0005501371560709254,0.06044935119963341,RESIDUAL,0.000539465072562047,-2.472295793754074e-05,0.9561795773730815,NATURAL,0.97938144,0.997449,0.018067559999999983,1.218323359929081,0.001300598336919451,-0.001262745958693487,-1.776989140070921,-0.9962876773049985
1025,210,2,10,forest,water and ice,810000,900000,0.9,1,Other,0.003000846373517786,-0.0001101460666982098,0.003110992440215996,0.03419476264736216,RESIDUAL,0.003873764813111381,-0.0008729184395935958,0.8160992859390506,NATURAL,0.9336609,1.0,0.06633909999999998,0.9815932765151436,-0.001068409480996033,0.000652946607031001,-1.306707208806827,-0.7393344367221287
1026,104,1,4,cropland,grassland,90000,90000,1.0,1,Other,0.0005353485968379459,-9.361205268428739e-06,0.0005447098021063745,0.01689531692477878,RESIDUAL,0.0003891686475334634,0.0001461799493044824,0.7269443682716288,NATURAL,0.9848101,0.99746835,0.012658249999999982,-0.5200174235611541,-0.0006303898062439439,0.0005139961517114516,-0.9978119067246227,-0.4045568232913652
1090,210,2,10,forest,water and ice,180000,270000,0.6666666666666666,1,Other,0.00064956652173913,-6.087581453845686e-06,0.0006556541031929756,0.009199331997794116,RESIDUAL,0.0001464398928159277,0.0005031266289232023,0.2254424880516531,RESIDUAL,0.98730963,1.0,0.01269036999999995,0.8684071492805856,0.0002370820628653292,-0.0002736324886623842,-1.446140697735929,-0.9321858138489205
1127,301,3,1,shrubland,cropland,540000,540000,1.0,1,Ag_expansion,0.004382524496047431,-1.433397393607473e-05,0.004396858469983506,0.003249455587872341,RESIDUAL,0.0002096443808146342,0.004172880115232796,0.04783644244400939,RESIDUAL,0.99491096,1.0,0.005089039999999989,-1.246135602678573,0.007567262649536138,-0.001914693163586904,-1.547451108461851,-0.8201320103236629
1128,301,3,1,shrubland,cropland,180000,270000,0.6666666666666666,1,Ag_expansion,0.002537122025691701,-2.083767346744667e-06,0.002539205793038445,0.0008199645484038525,RESIDUAL,2.71722272808711e-05,0.002509949798410829,0.01070986220044465,RESIDUAL,0.985258,1.0,0.014742000000000033,-1.445530941611837,0.007879532867406145,-0.002018022357969357,-1.26031652209952,-0.6523529282189884
1176,102,1,2,cropland,forest,0,0,,65,No_transition,0.02558648059486166,0.005843466994301077,0.01974301360056058,0.2283810378936827,RESIDUAL,0.04323182920827778,-0.01764534861341612,0.7101483799873504,NATURAL,0.1574074,0.6111111,0.45370370000000004,1.051971589676057,0.001460833019680441,0.0006214268881865218,0.7662432635272004,-0.4252808331049
1177,102,1,2,cropland,forest,0,0,,65,No_transition,0.03075167050395257,,,,RESIDUAL,,,,RESIDUAL,0.12068965,0.8448276,0.72413795,,,,,
1249,102,1,2,cropland,forest,0,0,,65,No_transition,0.0131634673270751,4.19338352861274e-05,0.01312153349178897,0.003185622316992147,RESIDUAL,0.0007411170021838664,0.01242235032489123,0.0563010477231565,RESIDUAL,0.071428575,0.25,0.178571425,1.067124777693088,0.0009049388679347524,0.000608698946996756,0.9606342098577244,-0.3055897196045821
1252,102,1,2,cropland,forest,0,0,,65,No_transition,0.02330208060079052,0.003660629377513611,0.0196414512232769,0.1570945290348633,RESIDUAL,0.03442698254943456,-0.01112490194864404,0.7557751546126859,NATURAL,0.025423728,0.26495728,0.239533552,1.051971371027682,0.001460833882176593,0.0006214266851638891,0.76624386809593,-0.4252804180691573
1253,408,4,8,grassland,urban,450000,450000,1.0,1,Urban_expansion,0.01490642559288538,0.00290450109127549,0.01200192450160988,0.1948489309644941,RESIDUAL,0.02539163124486717,-0.0104852056519818,0.7077444234527067,NATURAL,0.6647887,0.9576271,0.29283839999999994,1.015919220753206,0.001357171474358987,0.0005400480046446025,0.8423380186075491,-0.4801014957265011
1254,102,1,2,cropland,forest,0,0,,65,No_transition,0.02138052218379447,0.006206931541169466,0.015173590642625,0.2903077617942399,RESIDUAL,0.0420780798422074,-0.02069755765841293,0.6702931506158197,NATURAL,0.47783253,0.8632075,0.38537497000000004,1.130305269114688,0.001558760522117009,0.000442710840646091,0.5414970290492989,-0.5429068551936496
1256,308,3,8,shrubland,urban,630000,1980000,0.3181818181818182,1,Urban_expansion,0.00273901746047431,-0.007017826577020372,0.009756844037494682,0.4183585322353737,RESIDUAL,0.02789674638564136,-0.02515772892516705,0.5258132555682471,NATURAL,0.6574395,0.72164947,0.06420997000000006,-3.813562414148355,0.007653271710431135,-0.003290299655628857,-1.857591278698986,-0.4714680989583357
1331,102,1,2,cropland,forest,0,0,,65,No_transition,0.01951076860671937,0.002357099408997928,0.01715366919772144,0.1208101770109744,RESIDUAL,0.02106034643808481,-0.001549577831365438,0.9314647049278633,NATURAL,0.63265306,0.8877551,0.25510204000000003,1.115762356929141,0.001559269681889952,0.000481346820263152,0.3908743351064032,-0.444235328597421
1332,102,1,2,cropland,forest,0,0,,65,No_transition,0.005031514268774704,9.442125145895115e-06,0.005022072143628807,0.001876597112024986,RESIDUAL,0.0001054561053742888,0.004926058163400414,0.02095911881413982,RESIDUAL,0.9297297,0.9945946,0.0648649,1.175113002232143,0.001503386497497559,0.0004979613092210559,0.5524785156250005,-0.5084907670454545
1406,102,1,2,cropland,forest,0,0,,65,No_transition,0.0124152420256917,0.005951297980392587,0.006463944045299111,0.4793541654747579,RESIDUAL,0.04259099978866344,-0.03017575776297173,0.5853084735628207,NATURAL,0.6217949,0.81528664,0.1934917399999999,1.202381673580956,0.001825621820265255,0.001073767207429401,0.8142933647753442,-0.1277201990927409
1410,102,1,2,cropland,forest,0,0,,65,No_transition,0.02119016331027668,1.701175477330182e-05,0.02117315155550338,0.0008028137643022105,RESIDUAL,0.000317717908330293,0.02087244540194639,0.01499365076512686,RESIDUAL,0.22222222,0.22222222,0.0,1.095623394390484,0.000765413851351355,0.0007072461617959511,0.8571975295608101,-0.3275522592905418
1488,102,1,2,cropland,forest,0,0,,65,No_transition,0.0124918443458498,9.936876406701273e-05,0.01239247558178279,0.007954691182173294,RESIDUAL,0.001542713251570452,0.01094913109427935,0.1234976364465341,RESIDUAL,0.057692308,0.37320575,0.315513442,1.407845759737319,0.002464735262453967,0.0009066825327665902,1.369439166525137,-0.2527158749029488
1489,102,1,2,cropland,forest,0,0,,65,No_transition,0.01154043568675889,0.005951478892584674,0.005588956794174219,0.5157066036435002,NATURAL,0.04166652840710775,-0.03012609272034886,0.580373410982381,NATURAL,0.86764705,0.95098037,0.08333332000000004,1.290082045004404,0.002359202210332304,0.0008623889634307002,1.111066791373239,-0.2140707526408467
1584,102,1,2,cropland,forest,0,0,,65,No_transition,0.02424594391501976,0.00302128803225341,0.02122465588276636,0.1246100396356108,RESIDUAL,0.02793474998977444,-0.003688806074754679,0.883352584787507,NATURAL,0.47328246,0.90585244,0.43256997999999997,1.285444300809356,0.003596293497428626,0.0009077133463441032,1.181722737044739,-0.2924465115407694
1585,102,1,2,cropland,forest,0,0,,65,No_transition,0.01691524370256917,0.006420690388951295,0.01049455331361787,0.3795801291338232,RESIDUAL,0.04357045773204689,-0.02665521402947772,0.6204349013563778,NATURAL,0.7807882,0.97044337,0.18965516999999998,1.204796659617795,0.002790419499676925,0.0007773859608442262,0.9793153920568025,-0.1935953863453282
1596,301,3,1,shrubland,cropland,900000,1530000,0.5882352941176471,1,Ag_expansion,0.00135078205533597,0.000905730188118447,0.0004450518672175227,0.670522816423684,NATURAL,0.01367824078855009,-0.01232745873321412,0.5259708848478677,NATURAL,0.90958905,0.9761273,0.06653825000000002,0.1751766604977053,0.00164153025700495,0.0003590033604548524,0.003434960222071887,-0.2268488957331674
1599,304,3,4,shrubland,grassland,180000,180000,1.0,1,Other,0.006205196353754938,-7.467229188339717e-06,0.006212663582943278,0.001200493914657837,RESIDUAL,0.02015783578589272,-0.01395263943213778,0.5909573424892498,NATURAL,0.78571427,0.94736844,0.16165416999999993,-0.00731491815476204,0.003602591015043714,0.0001248768397740102,0.2117629278273843,0.6332552572838315
1686,108,1,8,cropland,urban,630000,900000,0.7,1,Urban_expansion,0.000282326867588933,-4.461267529119042e-06,0.0002867881351180521,0.01531768816887005,RESIDUAL,7.626969166511091e-05,0.0002060571759238221,0.2701467710687717,RESIDUAL,0.9950739,1.0,0.004926100000000044,-1.15674312943263,0.0001692895911827863,0.0001341005870918362,-0.7282227551925006,-0.0925033244680975
1705,102,1,2,cropland,forest,0,0,,65,No_transition,0.01373420459683795,0.0007813592862011558,0.01295284531063679,0.05689148437333238,RESIDUAL,0.01106340692462308,0.002670797672214861,0.8055367783854214,NATURAL,0.17980295,0.61083746,0.43103451000000004,1.2504152328249,0.002909594944545202,0.0009452125004359657,0.9452476864769354,-0.294852120535694
1973,710,7,10,wetland,water and ice,90000,90000,1.0,1,Other,0.0089632690513834,0.003353303854707027,0.005609965196676373,0.3741161662651947,RESIDUAL,0.03870114695678472,-0.02973787790540132,0.5654836116487086,NATURAL,0.16929133,0.48473284,0.31544151,1.211320129751461,0.00116807290028985,0.001015788876481347,0.09932240268639703,-0.2842357580741618
1975,102,1,2,cropland,forest,0,0,,65,No_transition,0.02792697311264822,0.006891855865335001,0.02103511724731322,0.2467813406607126,RESIDUAL,0.0418983531455669,-0.01397138003291868,0.749929358203937,NATURAL,0.016129032,0.7782258,0.7620967679999999,1.206167593374625,0.00931719268969025,0.0004630721725143117,0.4648987366272586,-0.7644724802928025
2109,102,1,2,cropland,forest,0,0,,65,No_transition,0.004243199402173913,3.441216629515014e-05,0.004208787235878763,0.008109957377331783,RESIDUAL,0.0009370315653138283,0.003306167836860085,0.2208313766338108,RESIDUAL,0.0,0.09803922,0.09803922,1.181993549372875,0.001777760141444968,0.000544739012815515,1.048652181819993,-0.09880110898526419
2110,102,1,2,cropland,forest,0,0,,65,No_transition,0.02396636064624506,0.005875134370529459,0.0180912262757156,0.2451408646164202,RESIDUAL,0.03650237455811568,-0.01253601391187061,0.7443632569707461,NATURAL,0.026041666,0.93467337,0.9086317039999999,1.012730189732143,0.01076283078712186,0.000321474665009391,0.4584057252798502,-0.817798878476938
2111,102,1,2,cropland,forest,0,0,,65,No_transition,0.01579813778656126,5.997131288272743e-05,0.01573816647367854,0.003796100128569724,RESIDUAL,0.0005976063863383089,0.01520053140022295,0.03782764743618484,RESIDUAL,0.7371007,0.995086,0.2579853,1.278274972098212,0.01042543138776507,0.0004061251878738409,0.700584941007654,-0.7681726476648385
2234,309,3,9,shrubland,bare areas,180000,180000,1.0,1,Other,0.005282959644268775,0.003872844852033698,0.001410114792235078,0.7330824221296405,NATURAL,0.04184961919519034,-0.03656665955092157,0.5336853503427101,NATURAL,0.28089887,0.40555555,0.12465667999999996,1.228848507529809,0.004566080429974724,0.0008494101072612595,0.5273896410949277,-0.3517070569490119
2235,102,1,2,cropland,forest,0,0,,65,No_transition,0.01264052171245059,0.00193598551852486,0.01070453619392573,0.1531570897598288,RESIDUAL,0.02958044809911034,-0.01693992638665975,0.6358600597284223,NATURAL,0.038961038,0.25324675,0.21428571200000002,1.419506605616155,0.00302677834308872,0.0006300990245450743,0.2951245577830169,-0.2200868874475898
2236,102,1,2,cropland,forest,0,0,,65,No_transition,0.02254926192687747,0.006800633447750221,0.01574862847912725,0.3015900684378606,RESIDUAL,0.04184038131117808,-0.01929111938430061,0.684432425757096,NATURAL,0.1875,0.88235295,0.69485295,0.795125157379907,0.01144644839704529,-1.93400816483937e-05,0.5816295276988607,-1.597504058441558
2351,102,1,2,cropland,forest,0,0,,65,No_transition,0.005060972816205534,0.004091496641477888,0.0009694761747276459,0.8084407464858682,NATURAL,0.04118690112544886,-0.03612592830924333,0.5327304850515181,NATURAL,0.2776204,0.4673913,0.18977090000000002,1.478609085083008,0.004685086863381522,0.0008557531982660294,0.6793293200041163,-0.2685628255208409
2357,102,1,2,cropland,forest,0,0,,65,No_transition,0.02141810908102767,0.0003780074169961338,0.02104010166403153,0.01764896310715757,RESIDUAL,0.003982462007822145,0.01743564707320553,0.1859390104306566,RESIDUAL,0.39593908,1.0,0.60406092,0.7766054095643928,0.00986826540243746,9.999877274638469e-05,0.5408935546875,-1.204625777867964
2451,102,1,2,cropland,forest,0,0,,65,No_transition,0.004481680355731225,0.00559533019682517,-0.001113649841093943,0.8340060881386439,NATURAL,0.03657246396970446,-0.03209078361397324,0.5326352198115122,NATURAL,0.16076294,0.31578946,0.15502652000000003,2.199902554367362,-0.004240481652946271,0.001096226858801331,1.619210954679769,-0.5287727386515358
