refactored_code_name,purpose,original_script,original_sha256,current_sha256,status,configuration
src/06_stratification/summarize_aridity_driver_stratification.py,UP aridity x hydroclimatic-driver quantile stratification and screening,aridity_stratify_attribution_v5_multi_driver_2d_autoscreen_config(1).py,2e6ecdbdb0f297761355725a05ae9e3fd892a192ed0ef705b80e0976188b57fa,66b3ed5d70447775379e6529efbe1d02cbb2a4d9ec3ce9ad3d9b0ea7f3ac64a5,retained_latest_unique,
src/06_stratification/summarize_process_context_driver_quintiles.py,Process-context x driver-trend quantile summaries,cross_phase_table_process_x_driverquant_UP(2).py,3602de1a66a61a86b6f4fc596aa4fd4d8b87ecfbc79b995877ce061892495c32,bdb68477e959df87c6981d3b221391f2290a1c785469c0ee690aed8a0319ffe3,retained_latest_unique,
src/07_agricultural_neighbourhood/analyze_agricultural_neighbourhoods.py,Agricultural-neighbourhood analysis and supplementary table generation,run_ag_neighborhood_supplement.py,d5b4ccd376ab4d23be5f4c3e8b1af6ea79f930d85970976ae70e887b9b737d0f,e665c37cf48d18206f08a96e30a0fe7d67b9a1962b1fec0f25de996be59dd7b5,renamed_latest_unique,
src/08_robustness/attribution/run_raw_vpd_sensitivity.py,Hex-FE logit trend-budget attribution using raw VPD90 and XCO2 panel,trend_total_new.py,98d5a63eaac5084a4a134d83d48b667cba6a9d43040c61e708e05f486a12ca74,272ec4157295cd7bea7e49896913b6813e5ef986edcbe651c413e0592dff1e3d,retained_latest_unique,
src/08_robustness/gee/export_annual_max_evi_partition.js,Google Earth Engine export of annual maximum EVI for one dryland partition after merging MOD13A1 Terra and MYD13A1 Aqua collections,GEE pasted source: annual maximum EVI from merged MODIS Terra + Aqua for drylands_part_00,29a268f87a37b6355444d3475928e100023027cc20e924967adb5fb38bc5d03e,29a268f87a37b6355444d3475928e100023027cc20e924967adb5fb38bc5d03e,retained_latest_unique,
src/08_robustness/gee/export_annual_max_msavi_partition.js,Google Earth Engine export of annual maximum MSAVI for one dryland partition from merged MODIS Terra and Aqua red/NIR reflectance with SummaryQA masking,MSAVI downLoad.txt,935f6a4b2209b50abb22815f6c69a53cfecfc8addabb5446683e08254ae71510,935f6a4b2209b50abb22815f6c69a53cfecfc8addabb5446683e08254ae71510,retained_latest_unique,
src/08_robustness/greenness_comparison/compare_pixel_hex_trends.py,Pixel-vs-hex trend correspondence / overlap statistics,Pixel_data_tongji.py,1a802d9d9bca4934703b6b58959ecc65b14c7544d6fe8ca59d2592a3628d6b2b,1a802d9d9bca4934703b6b58959ecc65b14c7544d6fe8ca59d2592a3628d6b2b,retained_latest_unique,
src/08_robustness/greenness_comparison/compute_pixel_ndvi_trends.py,Pixel-level NDVI MK/Sen trends within drylands,NDVI_trend_pixel.py,0889db5b09951a7ceb9abcd4474829e173f8c9f04dd935901afa625e3b700c83,0889db5b09951a7ceb9abcd4474829e173f8c9f04dd935901afa625e3b700c83,retained_latest_unique,
src/08_robustness/vod/download_vod_data.py,Download VOD source files from Zenodo record 17359730,VOD_DOWNLOAD.py,2eacf21584d807c23310ccb7a47399366544e2504930359902defd4e30244bbe,2eacf21584d807c23310ccb7a47399366544e2504930359902defd4e30244bbe,retained_latest_unique,
src/08_robustness/vod/prepare_merged_cband_vod.py,Prepare merged C-band VOD annual-maximum GeoTIFFs,VOD_NC2TIF.py,b43ca5295ff4e14a428ae7a2cd299709475d2e54618a6be58a9a30b6f7bf3238,b43ca5295ff4e14a428ae7a2cd299709475d2e54618a6be58a9a30b6f7bf3238,retained_latest_unique,
src/08_robustness/vod/prepare_vodca_cxku.py,Prepare VODCA CXKu annual-maximum GeoTIFFs,VODCA_CXKu_NC2TIF.py,45bd9abdd6f72b1e1892100d19e6bde2933b702a9a250d2792560edb560ed1a1,45bd9abdd6f72b1e1892100d19e6bde2933b702a9a250d2792560edb560ed1a1,retained_latest_unique,
src/08_robustness/vod/validate_vod_trends.py,VOD trend validation in fixed NDVI-derived UP/DOWN samples,VOD_TREND_fast.py,fdae13bed5506f3086b55251c40e009f8a205965c626ff763c282b4f9843fa16,fdae13bed5506f3086b55251c40e009f8a205965c626ff763c282b4f9843fa16,retained_latest_unique,
figures/main/plot_fig1a_global_expansion_map.py,Categorical global expansion/contraction map with regional zooms,FIG1A_MAP.py,8b6ba0b0a83707c871c7d3d478f619fb65106459e7f47a24c07c69b10f15f15c,5692f9cd55ad1df1e5b8faa4b4708aa3352e0a3d54e57d1a1b566fe6487874fa,retained_latest_unique_figure,
figures/main/plot_fig1b_endpoint_change.py,Fig. 1b 3-year-window endpoint-change calculation and violin/box visualization,fig1b_new_medium.py,2e96eaf80cd0fbe9e4608156a3ff5af6afeedefc0e5f05f5bc93bbf2be21265a,2e96eaf80cd0fbe9e4608156a3ff5af6afeedefc0e5f05f5bc93bbf2be21265a,retained_latest_unique_figure,
figures/main/plot_fig1c_up_trajectory.py,Figure 1c annual median UP vegetated-fraction trajectory with IQR and fitted linear trend,plot_fig1c_up_median_with_trendline_xaxis_fixed_export.py,6b740b7acadad6f252ee56353f9e8a52f37034cf075be2f4ebcfda4fd74c1205,6b740b7acadad6f252ee56353f9e8a52f37034cf075be2f4ebcfda4fd74c1205,retained_latest_unique_figure,
figures/main/plot_fig1d_landcover_gross_flows.py,Figure 1d gross inflow/outflow summary by 10 aggregated land-cover classes in UP hexagons,plot_fig1d_gross_inflow_outflow_refined_v5_leftspine.py,e0e535f44b2b92869b3e5bb09ebe27b09cac4357005f126211fc8e270c43759e,e0e535f44b2b92869b3e5bb09ebe27b09cac4357005f126211fc8e270c43759e,retained_latest_unique_figure,
figures/main/plot_fig1e_transition_pathway_concentration.py,Figure 1e ranked off-diagonal land-cover transition pathways and cumulative concentration in UP hexagons,plot_fig1e_pathway_concentration_horizontal_refined_v8_leftspine.py,9eb35298b3300b4d7ed85c41ff0257169eca14ceb5c0c5f17c671df51771f43b,9eb35298b3300b4d7ed85c41ff0257169eca14ceb5c0c5f17c671df51771f43b,retained_latest_unique_figure,
figures/main/plot_fig2_natural_share_distribution.py,Distribution of per-hex natural-share values for CLIM_ONLY and CLIM_PLUS_XCO2 under NAT0,fig2d_natural_share_main_revised_refined_textfix_export(1).py,de61616873fca7a8fb1bd151259b1bb6a4498d03d7e9eeaa61ab0c3c7ce3204e,de61616873fca7a8fb1bd151259b1bb6a4498d03d7e9eeaa61ab0c3c7ce3204e,retained_latest_unique_figure,
figures/main/plot_fig2_three_component_budget.py,"Three-component absolute trend-budget summary: climate, incremental XCO2-indexed component, and residual",fig2f_three_component_budget_refined_textfix_export(1).py,9ff014922f908f62e4565a12ab788df6af7a7d38fd7d7d1d0b68165f7383230f,9ff014922f908f62e4565a12ab788df6af7a7d38fd7d7d1d0b68165f7383230f,retained_latest_unique_figure,
figures/main/plot_fig3_aridity_climate_share.py,"Main-text compact climate-component share responses across window, state and gate gradients by aridity class",maintext_FIG3a_compact_window_state_gate_clim_refined_export.py,761df339e5152e968ba035936f1b6d13e7ac4747e00b5e0ce894a15da82e35dd,761df339e5152e968ba035936f1b6d13e7ac4747e00b5e0ce894a15da82e35dd,retained_latest_unique_figure,
figures/main/plot_fig3_aridity_residual_share_curves.py,"Refined aridity-class residual-component share curves across within-aridity quintiles of P90, SM90_L1 and VPD_resid",FIG3_compact_window_state_gate_residual_refined_export(1).py,5fe7270950529e5e9fdbbf983f4204bc5763a7117bdbab2712d0631bde1f6918,5fe7270950529e5e9fdbbf983f4204bc5763a7117bdbab2712d0631bde1f6918,retained_latest_unique_figure,
figures/main/plot_fig3_aridity_xco2_background_share.py,"Main-text compact XCO2-indexed background share responses across window, state and gate gradients by aridity class",maintext_FIG3b_compact_window_state_gate_co2_formal_zoomed_y040_060_readable_groups_yfixed.py,5717e692c1342d8db5ca27ad4c59d39d871b4a347f2cfbe5ff839c1214bfa758,5717e692c1342d8db5ca27ad4c59d39d871b4a347f2cfbe5ff839c1214bfa758,retained_latest_unique_figure,
figures/main/plot_fig4a_process_context_summary.py,"Four-panel process-context summary of climate share, observed trend, natural share and residual trend",FIG4a_combined_process_context_uniform_fourpanels_aligned_oneline_stronger.py,8b6da860a83d4b0e36155037c5d20fa4a532302c6f2cb86a82e7e4f88215d5e3,f3b0bdddd0a36d1319ed508d23d2cc03ac788f679075f9fbf98f25d2278a5506,retained_latest_unique_figure,
figures/main/plot_fig4b_agricultural_neighbourhood.py,"Four-panel agricultural-neighbourhood comparison of observed trend, endpoint change, natural share and natural-dominant rate",FIG4b_ag_neighborhood_uniform_fourpanels_aligned_oneline_stronger.py,efc70ecd6db9cca7200211490527b2a1fc59938c737a1a8924de2380e2c07946,82e84d6cdcf9caa68bfe729ba06eb4beb51821bebc6238bd03aec9f455870381,retained_latest_unique_figure,
figures/supplementary/plot_agricultural_neighbourhood_local_excess_map.py,"Refined agricultural-neighbourhood spatial maps with transparent export, centroid-assisted global grouping, local-excess map, and regional native panels",plot_ag_spatial_audit_maps_v6.py,32170407154fdc45880cef5b4ca7b1e69c71a3406b3e8b6dfd38cff3634fc9e9,6bf53646d06b51cb91aee3b669644347e53c35a491f602d8b07881c52e6bec96,retained_latest_unique_figure,
figures/supplementary/plot_agricultural_neighbourhood_spatial_audit.py,"Topology-safe agricultural-neighbourhood spatial audit with native global polygons, reproducible aggregated display grid, and native regional detail panels",plot_ag_spatial_audit_maps_v10_topology_safe.py,53cdb44676ab8c04c412a92f6cb03fcd338abbb0122b6b3580c1960a0a68e6b8,5f545e6cf36cf9d580d8e4751e3d446f28064eacf0518a067c95be334dc7b29f,retained_latest_unique_figure,
figures/supplementary/plot_aridity_p90_climate_share_facets.py,Aridity-specific climate-component share facets across within-aridity P90 trend quintiles,FIG3b_p90_trend_share_abs_clim_facets_refined_export.py,bf6d4187e3b9d8920b34d90fa668df8c1d2f8bf9956d20fafdcfc0e90331b142,bf6d4187e3b9d8920b34d90fa668df8c1d2f8bf9956d20fafdcfc0e90331b142,retained_latest_unique_figure,
figures/supplementary/plot_aridity_sm90_climate_share_facets.py,Aridity-specific climate-component share facets across within-aridity SM90_L1 trend quintiles,FIG3c_sm90_l1_trend_share_abs_clim_facets_refined_export.py,aa0bec7728d63455e206ae180e4bd185f9d3a95e4661c474e17d215f112a369e,aa0bec7728d63455e206ae180e4bd185f9d3a95e4661c474e17d215f112a369e,retained_latest_unique_figure,
figures/supplementary/plot_aridity_state_climate_q5_minus_q1.py,Within-aridity SM90 moisture-state end-member contrast in climate-component share,FIG3_delta_state_clim_lowest_minus_highest_refined_export.py,e736ee3ae53f821a480aaac46d967cf587025214a326f5996bf7e09dd3c51c6a,ddccf875e40551ecf155bdabd2ab718281f39720af1a34d1f6d0f23341f7b506,retained_latest_unique_figure,
figures/supplementary/plot_aridity_vpdresid_climate_share_facets.py,Aridity-specific climate-component share facets across within-aridity VPD_resid trend quintiles,FIG3a_vpdresid_trend_share_abs_clim_facets_refined_export.py,504d42a21d04569e64961528678fec12c317aeb9dfd9c733662326a805c2dec0,504d42a21d04569e64961528678fec12c317aeb9dfd9c733662326a805c2dec0,retained_latest_unique_figure,
figures/supplementary/plot_aridity_window_gate_climate_q5_minus_q1.py,Within-aridity P90 window and VPD_resid gate end-member contrasts in climate-component share,FIG3_delta_window_gate_clim_lowest_minus_highest_refined_export.py,80d97d8f77473188bfb85e9acd4b001361500c2ab7aab3ee728dbf1d086e30f5,c12748d135684ce999c5db83effe07be5c9141e4d7d28094414cd105d0b4deda,retained_latest_unique_figure,
figures/supplementary/plot_aridity_window_gate_residual_q5_minus_q1.py,Within-aridity P90 window and VPD_resid gate end-member contrasts in residual-component share,FIG3_delta_window_gate_residual_lowest_minus_highest_refined_export.py,4f339cb1f76592c8f652a7e315e2380ce9724e5408961121c565561794d02b30,f36a52812a956ce4944d224642a69ca6f70321a560d25796a1f11b4694ee302e,retained_latest_unique_figure,
figures/supplementary/plot_aridity_window_gate_xco2_q5_minus_q1.py,Within-aridity P90 window and VPD_resid gate end-member contrasts in XCO2-indexed component share,FIG3_delta_window_gate_co2_lowest_minus_highest_refined_export.py,edd29a3b4717f589b472929d32afb4cf08059f93207b93721710b1576700c0ef,44a170b29d4388b349e4ae4484eec3157e88a7e3f3a151b17cf162981c06310b,retained_latest_unique_figure,
figures/supplementary/plot_aridity_window_state_gate_climate_heatmap.py,"Aridity-by-trend-group heatmaps of median climate-component share for P90, SM90_L1 and VPD_resid",FIG3_heatmap_homologous_window_state_gate_clim_refined_export.py,b323c8fb7f607c5ec4c2788da69feb0f26127fda4b6e90396a491e4c5435da11,b323c8fb7f607c5ec4c2788da69feb0f26127fda4b6e90396a491e4c5435da11,retained_latest_unique_figure,
figures/supplementary/plot_landcover_transition_alluvial.py,Alluvial visualization of all diagonal persistence flows plus top-10 off-diagonal land-cover transitions in UP hexagons,plot_fig1_up_alluvial_top_flows_Arial.py,840a67d09ce3b5f1d37a4f2d38064bcf5076f79cbea74e425b102a1e80d4d66b,840a67d09ce3b5f1d37a4f2d38064bcf5076f79cbea74e425b102a1e80d4d66b,retained_latest_unique_figure,
figures/supplementary/plot_probability_scale_dominance_map.py,Spatial map of natural-dominant versus residual-dominant attribution classes,fig2g_dominance_map_refined.py,49a63d1ca9ac0648a1b99a5eb1bedeea7aed7aa930227a41d234a4223bf89210,49a63d1ca9ac0648a1b99a5eb1bedeea7aed7aa930227a41d234a4223bf89210,retained_latest_unique_figure,
figures/supplementary/plot_probability_scale_residual_map.py,Spatial map of the residual trend component beta_res_co2,fig2_beta_res_final_export_relative(1).py,850da61462ffa8848f0d33811ca781648853a008bf0c97a894799289970ea7d0,159cec7f1f4a8109010242045789f612559b7a47db876ecbb86272fbc058f582,retained_latest_unique_figure,
figures/supplementary/plot_process_group_trajectories.py,Annual mean vegetation-fraction trajectories by land-cover process group within UP hexagons,plot_fig1_up_group_mean_trajectories.py,de49c8707247f4d252cacc898c1c8e558422ef16635af46c081ec0cd8db30cc7,3dff1830ba692125cc0db716478093d895c0ecf1bc056e9bf4b80ecdad46ba82,retained_latest_unique_figure,
figures/supplementary/plot_process_residual_minus_climate_trimmed_mean.py,"Six-process summary of residual-minus-climate component share using 10% trimmed mean, with median and n diagnostics",FIG3_sixgroups_residual_minus_climate_trimmedmean_label_fixed_v2.py,9b3a6fa472b2eec2b73b56fd85839c9d40032ab959c878c7c865c9c4c90d64b3,6d6ec157285c8f8fa008bea62d216d917877e484b17e24395a977ea28032f579,retained_latest_unique_figure,
figures/supplementary/plot_process_window_gate_cell_counts.py,Process-context 5x5 P90-by-VPD_resid cell-count heatmaps supporting minimum-cell masking,FIG3_support_cellcount_heatmap_masked_refined_export.py,b5cd8b0357f4e1d337288298bae370933d7e4d1cbdbf4d241fad80dc84053ab3,3cbfecb1baaf136073d3c44773f099fe35dbf92bfd899243053d3996ec27c020,retained_latest_unique_figure,
figures/supplementary/plot_process_window_gate_climate_q5_minus_q1.py,Process-context end-member contrasts in climate-component share along globally defined P90 and VPD_resid trend quintiles,FIG3_process_delta_window_gate_clim_lowest_minus_highest_label_fixed.py,c9e2c9ec950f7d0d911226641b1e4575d22e9948c1d21111f5057888375e3217,43ef0bebb2a7f1d9375117bfe885a2be503fc340b34cbd7e80f9f5675800dbdc,retained_latest_unique_figure,
figures/supplementary/plot_process_window_gate_residual_q5_minus_q1.py,Process-context end-member contrasts in residual-component share along globally defined P90 and VPD_resid trend quintiles,FIG3_process_delta_window_gate_residual_lowest_minus_highest_label_fixed.py,7cb391ab37394169d87e23d2ede26651aa67865070252534045e1d9df4b675e6,3d1bc8555aed5332ade2e09609817a364ac67198d11c3d3466ea128ff7c3816a,retained_latest_unique_figure,
figures/supplementary/plot_process_window_gate_xco2_q5_minus_q1.py,Process-context end-member contrasts in XCO2-indexed component share along globally defined P90 and VPD_resid trend quintiles,FIG3_process_delta_window_gate_co2_lowest_minus_highest_label_fixed.py,9b513907164954efa582cb9bcfac28e37a9b8a9bcc716eacb352a1417fb4ea8f,9beff9cc644d208b26885ec20c1742bc374304be87681d62b891d20ec91f1220,retained_latest_unique_figure,
figures/supplementary/plot_response_scale_sensitivity.py,Bar comparison of natural share and natural-dominant fraction between logit- and fraction-scale attribution summaries,fig2_logit_vs_frac_comparison_export_relative(1).py,afe06ae7ddd76bee84acebdf77da6fc954ac861adc59408483b7ff118a18f0bb,43b3463cd3b3bde57d6b4074f776125af8aa9e4685fd8b8433ba6cd78b4d27a3,retained_latest_unique_figure,
figures/supplementary/plot_s16_pixel_vs_hex_comparison.py,Publication map for pixel-level NDVI greening versus threshold-defined hexagon expansion and overlap relationship,plot_pixel_vs_hex_greening_maps(1).py,5bcef7ec3bf03cc7a41559c3e9ebe97e0fca8c8b22f7adfd8cab1b21873bff73,5bcef7ec3bf03cc7a41559c3e9ebe97e0fca8c8b22f7adfd8cab1b21873bff73,retained_latest_unique_figure,
